Date,Plant_ID,Product_Line,Production_Quantity,Defective_Units,Downtime_Hours,Machine_Utilization_%,Energy_Cost,Labor_Cost,Maintenance_Cost,Total_Production_Cost,Sales_Quantity,Revenue,Order_Fulfillment_%,Region
2026-06-26,Pune_01,Axle_Component,1170,27,3.5,76.4,59667,84477,17411,161555,1097,796422,94.5,Europe
2026-06-27,Chennai_02,Gear_Assembly,1676,10,3.9,88.7,43562,87280,19026,149868,1631,1224881,91.9,India
2026-06-28,Bengaluru_04,Axle_Component,1502,9,2.2,93.3,55012,83812,10033,148857,1479,1301520,97.2,Asia
2026-06-29,Gurgaon_03,EV_Differential,1364,22,2.3,79.5,56699,82138,9347,148184,1308,894672,93.0,Asia
2026-06-30,Bengaluru_04,Gear_Assembly,1051,12,2.5,89.0,38807,89260,20965,149032,1016,772160,92.6,Asia
2026-07-01,Bengaluru_04,Axle_Component,850,9,0.5,91.8,38838,66973,21346,127157,788,517716,90.9,Asia
2026-07-02,Pune_01,Gear_Assembly,1027,31,2.8,71.8,40914,83164,10688,134766,993,876819,90.0,Asia
2026-07-03,Pune_01,Motor_Shaft,941,12,1.6,76.0,35081,71278,23078,129437,883,685208,96.0,India
2026-07-04,Pune_01,Axle_Component,855,19,2.7,79.5,55064,75895,22367,153326,801,698472,96.3,Asia
2026-07-05,Gurgaon_03,Motor_Shaft,1498,57,1.4,80.9,39250,90774,13991,144015,1483,1044032,90.4,Asia
2026-07-06,Bengaluru_04,Axle_Component,1203,49,3.7,88.0,57493,78017,10065,145575,1147,777666,88.0,India
2026-07-07,Bengaluru_04,EV_Differential,823,19,1.6,70.9,40988,92974,15680,149642,778,595170,96.8,India
2026-07-08,Bengaluru_04,EV_Differential,1276,31,1.5,78.3,41487,92924,16664,151075,1264,1118640,94.1,Europe
2026-07-09,Chennai_02,Axle_Component,1769,58,1.0,88.3,35784,93020,12691,141495,1738,1392138,91.2,India
2026-07-10,Gurgaon_03,Motor_Shaft,1450,11,2.9,78.0,57063,83812,13200,154075,1420,1038020,90.9,Europe
2026-07-11,Pune_01,EV_Differential,978,16,2.0,73.9,52862,75265,16705,144832,961,816850,93.8,India
2026-07-12,Gurgaon_03,EV_Differential,1287,29,3.7,70.5,46184,86034,19712,151930,1241,1034994,89.7,India
2026-07-13,Chennai_02,Axle_Component,1364,24,3.1,86.5,44107,88236,10869,143212,1348,923380,93.6,Europe
2026-07-14,Chennai_02,Gear_Assembly,1195,33,0.8,92.9,45220,73554,9429,128203,1137,761790,89.8,Asia
2026-07-15,Bengaluru_04,Axle_Component,1326,46,2.6,89.3,51476,92240,7051,150767,1254,1065900,95.2,Europe
2026-07-16,Gurgaon_03,Gear_Assembly,1684,46,2.2,77.9,49590,91600,20864,162054,1671,1087821,91.1,Asia
2026-07-17,Pune_01,Motor_Shaft,1098,57,1.1,78.6,53643,94339,22954,170936,1086,784092,89.2,Europe
2026-07-18,Pune_01,EV_Differential,862,59,3.6,89.1,36860,71158,12806,120824,850,731000,89.6,Asia
2026-07-19,Bengaluru_04,Axle_Component,1470,49,3.1,83.6,53596,90792,14232,158620,1458,1294704,92.6,Europe
2026-07-20,Chennai_02,Gear_Assembly,829,14,3.6,82.2,59469,77686,11791,148946,800,603200,92.6,India
2026-07-21,Pune_01,EV_Differential,1569,23,1.3,93.8,45649,87554,19672,152875,1500,1134000,94.4,Europe
2026-07-22,Gurgaon_03,Motor_Shaft,1363,38,3.3,78.6,57425,91854,21610,170889,1332,1158840,88.4,India
2026-07-23,Chennai_02,Gear_Assembly,1418,7,3.8,82.6,51494,89665,15954,157113,1385,1005510,92.6,India
2026-07-24,Pune_01,EV_Differential,897,41,3.7,84.7,41393,94323,9196,144912,877,607761,92.5,Asia
2026-07-25,Chennai_02,Motor_Shaft,1592,8,2.4,75.1,57159,68849,13849,139857,1548,1331280,92.5,Europe
2026-07-26,Pune_01,Axle_Component,1042,12,3.9,70.3,40660,94454,14254,149368,1010,867590,96.9,Asia
2026-07-27,Chennai_02,Gear_Assembly,1315,59,1.2,71.5,47239,78854,20897,146990,1287,1036035,89.6,Europe
2026-07-28,Pune_01,Gear_Assembly,819,17,3.3,74.4,35910,94072,7949,137931,760,514520,92.6,Asia
2026-07-29,Chennai_02,Gear_Assembly,900,43,1.2,80.7,53727,65352,22489,141568,863,623949,88.1,Asia
2026-07-30,Gurgaon_03,Gear_Assembly,1547,12,2.1,84.3,53664,70897,22957,147518,1481,1294394,90.9,India
2026-07-31,Pune_01,Gear_Assembly,1503,19,2.9,75.4,38809,75603,9107,123519,1446,1107636,96.2,Europe
2026-08-01,Bengaluru_04,Gear_Assembly,1344,48,2.9,92.1,55312,86795,20136,162243,1314,1023606,90.4,India
2026-08-02,Chennai_02,Axle_Component,1483,16,2.7,86.6,46927,81023,10065,138015,1414,1114232,89.9,Asia
2026-08-03,Bengaluru_04,Axle_Component,1247,24,1.9,94.6,42963,86633,22224,151820,1195,785115,92.7,Europe
2026-08-04,Bengaluru_04,Gear_Assembly,1334,50,2.0,71.3,41975,67552,20219,129746,1258,903244,89.4,Europe
2026-08-05,Gurgaon_03,Motor_Shaft,971,41,1.2,89.4,45523,77762,20769,144054,895,727635,92.2,Europe
2026-08-06,Pune_01,Motor_Shaft,1103,43,0.6,86.8,47635,78470,20176,146281,1068,944112,96.8,India
2026-08-07,Pune_01,EV_Differential,1396,50,2.4,92.7,41630,91170,7565,140365,1375,1156375,98.4,India
2026-08-08,Bengaluru_04,Motor_Shaft,1060,13,1.5,89.3,42614,66245,15243,124102,1025,719550,95.2,Europe
2026-08-09,Gurgaon_03,Axle_Component,1590,57,0.9,74.6,38810,90439,23569,152818,1576,1048040,88.6,Asia
2026-08-10,Chennai_02,Axle_Component,1055,56,1.6,70.6,59019,76886,24920,160825,988,733096,96.4,Asia
2026-08-11,Bengaluru_04,Gear_Assembly,1361,58,2.9,91.0,37180,66960,12153,116293,1307,1108336,92.4,Europe
2026-08-12,Chennai_02,Motor_Shaft,971,37,1.5,72.2,48731,77294,24567,150592,895,730320,88.9,Asia
2026-08-13,Chennai_02,Axle_Component,1015,44,3.0,73.4,35847,88754,21380,145981,945,800415,97.3,India
2026-08-14,Bengaluru_04,Gear_Assembly,1131,31,0.5,89.5,45604,76366,12055,134025,1092,976248,88.5,India
2026-08-15,Chennai_02,Axle_Component,1277,29,0.8,73.2,44732,65530,14849,125111,1250,962500,95.2,Asia
2026-08-16,Pune_01,EV_Differential,1141,17,0.6,87.2,47203,71189,8142,126534,1095,731460,94.7,Asia
2026-08-17,Pune_01,Motor_Shaft,1766,30,3.5,85.4,35557,69621,21932,127110,1694,1221374,94.2,India
2026-08-18,Pune_01,Gear_Assembly,1713,39,3.0,75.6,36137,78700,11666,126503,1645,1460760,91.7,Europe
2026-08-19,Gurgaon_03,EV_Differential,1133,53,3.8,93.5,45336,79269,23206,147811,1108,767844,95.6,Asia
2026-08-20,Chennai_02,Axle_Component,1016,19,1.9,74.6,46741,89993,15798,152532,951,647631,91.3,India
2026-08-21,Gurgaon_03,EV_Differential,999,18,3.8,83.2,43120,72820,18901,134841,986,722738,92.0,Europe
2026-08-22,Chennai_02,Motor_Shaft,1084,12,0.9,73.7,45679,79605,17985,143269,1014,885222,94.6,India
2026-08-23,Gurgaon_03,Axle_Component,1551,29,0.6,85.4,44487,70624,7938,123049,1528,1196424,97.3,Asia
2026-08-24,Bengaluru_04,Gear_Assembly,1707,17,1.3,74.3,41437,72039,24587,138063,1658,1089306,97.8,India
2026-08-25,Chennai_02,Axle_Component,1262,40,1.9,91.6,38093,89918,14207,142218,1208,1005056,90.4,India
2026-08-26,Gurgaon_03,EV_Differential,1339,24,1.5,80.0,45582,92927,9913,148422,1323,1078245,91.7,Asia
2026-08-27,Chennai_02,Motor_Shaft,1444,54,1.7,89.6,42694,69830,16834,129358,1382,1108364,96.5,India
2026-08-28,Pune_01,EV_Differential,1558,52,2.5,71.7,59496,90155,10804,160455,1534,1095276,92.3,India
2026-08-29,Bengaluru_04,EV_Differential,1288,48,1.7,88.0,44862,70531,17412,132805,1268,862240,88.1,Europe
2026-08-30,Chennai_02,Gear_Assembly,1483,36,3.4,84.7,38996,86170,12695,137861,1470,1081920,94.9,Europe
2026-08-31,Bengaluru_04,EV_Differential,1652,49,3.9,72.7,51292,91609,8614,151515,1582,1205484,92.8,Asia
2026-09-01,Chennai_02,EV_Differential,1295,53,1.9,74.0,40733,89439,10216,140388,1229,899628,88.6,India
2026-09-02,Chennai_02,Gear_Assembly,1253,10,3.3,71.0,43841,87578,14730,146149,1176,862008,89.1,Europe
2026-09-03,Pune_01,Motor_Shaft,995,42,1.8,73.1,47998,74393,7947,130338,960,770880,92.0,India
2026-09-04,Pune_01,Axle_Component,905,49,1.9,84.4,43853,65908,11617,121378,831,725463,89.5,India
2026-09-05,Chennai_02,Motor_Shaft,1505,52,2.1,70.8,48337,66885,8049,123271,1462,960534,97.0,Europe
2026-09-06,Gurgaon_03,Motor_Shaft,1365,18,4.0,77.3,54188,89415,7869,151472,1333,947763,91.3,Europe
2026-09-07,Gurgaon_03,Gear_Assembly,852,28,3.2,79.8,41159,80719,19993,141871,830,628310,88.3,India
2026-09-08,Gurgaon_03,Motor_Shaft,1008,31,2.3,72.7,38442,81191,23326,142959,965,796125,93.8,Europe
2026-09-09,Gurgaon_03,EV_Differential,1176,17,1.7,81.7,57897,72394,24088,154379,1120,791840,96.1,India
2026-09-10,Pune_01,Motor_Shaft,804,36,0.6,79.5,45363,75897,12396,133656,741,583167,95.7,Europe
2026-09-11,Pune_01,EV_Differential,1427,27,2.3,89.3,51965,79235,22710,153910,1379,952889,90.1,Asia
2026-09-12,Bengaluru_04,EV_Differential,1164,5,2.0,82.3,35246,70212,10339,115797,1108,935152,88.5,Europe
2026-09-13,Bengaluru_04,Axle_Component,861,48,4.0,93.4,38691,72470,10841,122002,813,668286,98.6,Asia
2026-09-14,Pune_01,Gear_Assembly,937,52,2.6,87.7,46280,75307,16915,138502,905,744815,91.0,Asia
2026-09-15,Bengaluru_04,EV_Differential,1482,30,2.2,89.8,52434,93049,12479,157962,1413,1202463,90.2,India
2026-09-16,Chennai_02,Motor_Shaft,1332,28,2.7,80.5,36469,92496,14292,143257,1321,944515,96.6,Asia
2026-09-17,Bengaluru_04,Motor_Shaft,1353,24,2.2,74.2,59233,86038,7260,152531,1295,1001035,92.4,India
2026-09-18,Chennai_02,Motor_Shaft,1261,23,1.7,75.5,51476,86545,15556,153577,1199,1051523,91.0,India
2026-09-19,Bengaluru_04,Axle_Component,861,47,2.7,85.0,44945,82294,7306,134545,804,631140,88.1,Europe
2026-09-20,Pune_01,EV_Differential,1214,45,0.9,86.9,44249,77936,21455,143640,1192,855856,91.4,India
2026-09-21,Pune_01,Axle_Component,846,8,0.6,93.3,54739,66400,18930,140069,825,586575,98.6,Europe
2026-09-22,Chennai_02,EV_Differential,1385,35,3.6,73.2,51375,85079,24101,160555,1373,1046226,88.8,Asia
2026-09-23,Gurgaon_03,Motor_Shaft,885,23,1.8,76.0,51905,88016,21732,161653,825,561825,94.6,Asia
2026-09-24,Bengaluru_04,Gear_Assembly,1650,10,3.5,73.2,57205,83921,21690,162816,1573,1072786,91.2,Asia
2026-09-25,Gurgaon_03,Gear_Assembly,1738,16,2.3,81.2,35730,66832,15600,118162,1726,1125352,96.3,Europe
2026-09-26,Bengaluru_04,Gear_Assembly,1737,28,1.8,70.5,58434,86343,22739,167516,1701,1139670,92.6,Asia
